observationAbout,observationDate,variableMeasured,value,#input
country/EST,2006,dcid:Count_Person_75To79Years_Female,33900,estonia_population.csv:7544:3
country/EST,2006,dcid:Count_Person_80To84Years_Female,22000,estonia_population.csv:7545:3
country/EST,2006,dcid:Count_Person_85OrMoreYears_Female,12490,estonia_population.csv:7550:3
country/EST,2006,dcid:Count_Person_AgeNotStated_Female,0,estonia_population.csv:7551:3
country/EST,2007,dcid:Count_Person_Female,718660,estonia_population.csv:7552:3
country/EST,2007,dcid:Count_Person_0Years_Female,7120,estonia_population.csv:7553:3
country/EST,2007,dcid:Count_Person_1To4Years_Female,26400,estonia_population.csv:7554:3
country/EST,2007,dcid:Count_Person_5To9Years_Female,29560,estonia_population.csv:7555:3
country/EST,2007,dcid:Count_Person_10To14Years_Female,33970,estonia_population.csv:7556:3
country/EST,2007,dcid:Count_Person_15To19Years_Female,47540,estonia_population.csv:7557:3
country/EST,2007,dcid:Count_Person_20To24Years_Female,48080,estonia_population.csv:7558:3
country/EST,2007,dcid:Count_Person_25To29Years_Female,45810,estonia_population.csv:7559:3
country/EST,2007,dcid:Count_Person_30To34Years_Female,46350,estonia_population.csv:7560:3
country/EST,2007,dcid:Count_Person_35To39Years_Female,46410,estonia_population.csv:7561:3
country/EST,2007,dcid:Count_Person_40To44Years_Female,46200,estonia_population.csv:7562:3
country/EST,2007,dcid:Count_Person_45To49Years_Female,50940,estonia_population.csv:7563:3
country/EST,2007,dcid:Count_Person_50To54Years_Female,49810,estonia_population.csv:7564:3
country/EST,2007,dcid:Count_Person_55To59Years_Female,48370,estonia_population.csv:7565:3
country/EST,2007,dcid:Count_Person_60To64Years_Female,37220,estonia_population.csv:7566:3
country/EST,2007,dcid:Count_Person_65To69Years_Female,46290,estonia_population.csv:7567:3
country/EST,2007,dcid:Count_Person_70To74Years_Female,38160,estonia_population.csv:7568:3
country/EST,2007,dcid:Count_Person_75To79Years_Female,34180,estonia_population.csv:7569:3
country/EST,2007,dcid:Count_Person_80To84Years_Female,23000,estonia_population.csv:7570:3
country/EST,2007,dcid:Count_Person_85OrMoreYears_Female,13250,estonia_population.csv:7575:3
country/EST,2007,dcid:Count_Person_AgeNotStated_Female,0,estonia_population.csv:7576:3
country/EST,2008,dcid:Count_Person_Female,716390,estonia_population.csv:7577:3
country/EST,2008,dcid:Count_Person_0Years_Female,7650,estonia_population.csv:7578:3
country/EST,2008,dcid:Count_Person_1To4Years_Female,27100,estonia_population.csv:7579:3
country/EST,2008,dcid:Count_Person_5To9Years_Female,29990,estonia_population.csv:7580:3
country/EST,2008,dcid:Count_Person_10To14Years_Female,31640,estonia_population.csv:7581:3
country/EST,2008,dcid:Count_Person_15To19Years_Female,45500,estonia_population.csv:7582:3
country/EST,2008,dcid:Count_Person_20To24Years_Female,48450,estonia_population.csv:7583:3
country/EST,2008,dcid:Count_Person_25To29Years_Female,45800,estonia_population.csv:7584:3
country/EST,2008,dcid:Count_Person_30To34Years_Female,45780,estonia_population.csv:7585:3
country/EST,2008,dcid:Count_Person_35To39Years_Female,46940,estonia_population.csv:7586:3
country/EST,2008,dcid:Count_Person_40To44Years_Female,44850,estonia_population.csv:7587:3
country/EST,2008,dcid:Count_Person_45To49Years_Female,50350,estonia_population.csv:7588:3
country/EST,2008,dcid:Count_Person_50To54Years_Female,49670,estonia_population.csv:7589:3
country/EST,2008,dcid:Count_Person_55To59Years_Female,48640,estonia_population.csv:7590:3
country/EST,2008,dcid:Count_Person_60To64Years_Female,38040,estonia_population.csv:7591:3
country/EST,2008,dcid:Count_Person_65To69Years_Female,44410,estonia_population.csv:7592:3
country/EST,2008,dcid:Count_Person_70To74Years_Female,38960,estonia_population.csv:7593:3
country/EST,2008,dcid:Count_Person_75To79Years_Female,34600,estonia_population.csv:7594:3
country/EST,2008,dcid:Count_Person_80To84Years_Female,23780,estonia_population.csv:7595:3
country/EST,2008,dcid:Count_Person_85OrMoreYears_Female,14240,estonia_population.csv:7600:3
country/EST,2008,dcid:Count_Person_AgeNotStated_Female,0,estonia_population.csv:7601:3
country/EST,2009,dcid:Count_Person_Female,714420,estonia_population.csv:7602:3
country/EST,2009,dcid:Count_Person_0Years_Female,7740,estonia_population.csv:7603:3
country/EST,2009,dcid:Count_Person_1To4Years_Female,28350,estonia_population.csv:7604:3
country/EST,2009,dcid:Count_Person_5To9Years_Female,30610,estonia_population.csv:7605:3
country/EST,2009,dcid:Count_Person_10To14Years_Female,30330,estonia_population.csv:7606:3
country/EST,2009,dcid:Count_Person_15To19Years_Female,42160,estonia_population.csv:7607:3
country/EST,2009,dcid:Count_Person_20To24Years_Female,48710,estonia_population.csv:7608:3
country/EST,2009,dcid:Count_Person_25To29Years_Female,46130,estonia_population.csv:7609:3
country/EST,2009,dcid:Count_Person_30To34Years_Female,45490,estonia_population.csv:7610:3
country/EST,2009,dcid:Count_Person_35To39Years_Female,46830,estonia_population.csv:7611:3
country/EST,2009,dcid:Count_Person_40To44Years_Female,44400,estonia_population.csv:7612:3
country/EST,2009,dcid:Count_Person_45To49Years_Female,49370,estonia_population.csv:7613:3
country/EST,2009,dcid:Count_Person_50To54Years_Female,49850,estonia_population.csv:7614:3
country/EST,2009,dcid:Count_Person_55To59Years_Female,48360,estonia_population.csv:7615:3
country/EST,2009,dcid:Count_Person_60To64Years_Female,40540,estonia_population.csv:7616:3
country/EST,2009,dcid:Count_Person_65To69Years_Female,41470,estonia_population.csv:7617:3
country/EST,2009,dcid:Count_Person_70To74Years_Female,40330,estonia_population.csv:7618:3
country/EST,2009,dcid:Count_Person_75To79Years_Female,33730,estonia_population.csv:7619:3
country/EST,2009,dcid:Count_Person_80To84Years_Female,24600,estonia_population.csv:7620:3
country/EST,2009,dcid:Count_Person_85OrMoreYears_Female,15420,estonia_population.csv:7625:3
country/EST,2009,dcid:Count_Person_AgeNotStated_Female,0,estonia_population.csv:7626:3
country/EST,2010,dcid:Count_Person_Female,712490,estonia_population.csv:7627:3
country/EST,2010,dcid:Count_Person_0Years_Female,7760,estonia_population.csv:7628:3
country/EST,2010,dcid:Count_Person_1To4Years_Female,29310,estonia_population.csv:7629:3
country/EST,2010,dcid:Count_Person_5To9Years_Female,31340,estonia_population.csv:7630:3
country/EST,2010,dcid:Count_Person_10To14Years_Female,29540,estonia_population.csv:7631:3
country/EST,2010,dcid:Count_Person_15To19Years_Female,38740,estonia_population.csv:7632:3
country/EST,2010,dcid:Count_Person_20To24Years_Female,48780,estonia_population.csv:7633:3
country/EST,2010,dcid:Count_Person_25To29Years_Female,46580,estonia_population.csv:7634:3
country/EST,2010,dcid:Count_Person_30To34Years_Female,44920,estonia_population.csv:7635:3
country/EST,2010,dcid:Count_Person_35To39Years_Female,46500,estonia_population.csv:7636:3
country/EST,2010,dcid:Count_Person_40To44Years_Female,44220,estonia_population.csv:7637:3
country/EST,2010,dcid:Count_Person_45To49Years_Female,48310,estonia_population.csv:7638:3
country/EST,2010,dcid:Count_Person_50To54Years_Female,49660,estonia_population.csv:7639:3
country/EST,2010,dcid:Count_Person_55To59Years_Female,48020,estonia_population.csv:7640:3
country/EST,2010,dcid:Count_Person_60To64Years_Female,43390,estonia_population.csv:7641:3
country/EST,2010,dcid:Count_Person_65To69Years_Female,38750,estonia_population.csv:7642:3
country/EST,2010,dcid:Count_Person_70To74Years_Female,41820,estonia_population.csv:7643:3
country/EST,2010,dcid:Count_Person_75To79Years_Female,33050,estonia_population.csv:7644:3
country/EST,2010,dcid:Count_Person_80To84Years_Female,25330,estonia_population.csv:7645:3
country/EST,2010,dcid:Count_Person_85OrMoreYears_Female,16470,estonia_population.csv:7650:3
country/EST,2010,dcid:Count_Person_AgeNotStated_Female,0,estonia_population.csv:7651:3
country/EST,2011,dcid:Count_Person_Female,709960,estonia_population.csv:7652:3
country/EST,2011,dcid:Count_Person_0Years_Female,7700,estonia_population.csv:7653:3
country/EST,2011,dcid:Count_Person_1To4Years_Female,30210,estonia_population.csv:7654:3
country/EST,2011,dcid:Count_Person_5To9Years_Female,31920,estonia_population.csv:7655:3
country/EST,2011,dcid:Count_Person_10To14Years_Female,29260,estonia_population.csv:7656:3
country/EST,2011,dcid:Count_Person_15To19Years_Female,35660,estonia_population.csv:7657:3
country/EST,2011,dcid:Count_Person_20To24Years_Female,48330,estonia_population.csv:7658:3
country/EST,2011,dcid:Count_Person_25To29Years_Female,46550,estonia_population.csv:7659:3
country/EST,2011,dcid:Count_Person_30To34Years_Female,44610,estonia_population.csv:7660:3
country/EST,2011,dcid:Count_Person_35To39Years_Female,45760,estonia_population.csv:7661:3
country/EST,2011,dcid:Count_Person_40To44Years_Female,44570,estonia_population.csv:7662:3
country/EST,2011,dcid:Count_Person_45To49Years_Female,46680,estonia_population.csv:7663:3
country/EST,2011,dcid:Count_Person_50To54Years_Female,49420,estonia_population.csv:7664:3
country/EST,2011,dcid:Count_Person_55To59Years_Female,48500,estonia_population.csv:7665:3
country/EST,2011,dcid:Count_Person_60To64Years_Female,45650,estonia_population.csv:7666:3
country/EST,2011,dcid:Count_Person_65To69Years_Female,36630,estonia_population.csv:7667:3
country/EST,2011,dcid:Count_Person_70To74Years_Female,42030,estonia_population.csv:7668:3
country/EST,2011,dcid:Count_Person_75To79Years_Female,32870,estonia_population.csv:7669:3
country/EST,2011,dcid:Count_Person_80To84Years_Female,25970,estonia_population.csv:7670:3
country/EST,2011,dcid:Count_Person_85OrMoreYears_Female,17640,estonia_population.csv:7675:3
country/EST,2011,dcid:Count_Person_AgeNotStated_Female,0,estonia_population.csv:7676:3
country/EST,2012,dcid:Count_Person_Female,707079,estonia_population.csv:7677:3
country/EST,2012,dcid:Count_Person_0Years_Female,7139,estonia_population.csv:7678:3
country/EST,2012,dcid:Count_Person_1To4Years_Female,30808,estonia_population.csv:7679:3
country/EST,2012,dcid:Count_Person_5To9Years_Female,32942,estonia_population.csv:7680:3
country/EST,2012,dcid:Count_Person_10To14Years_Female,28896,estonia_population.csv:7681:3
country/EST,2012,dcid:Count_Person_15To19Years_Female,33442,estonia_population.csv:7682:3
country/EST,2012,dcid:Count_Person_20To24Years_Female,46718,estonia_population.csv:7683:3
country/EST,2012,dcid:Count_Person_25To29Years_Female,46525,estonia_population.csv:7684:3
country/EST,2012,dcid:Count_Person_30To34Years_Female,44198,estonia_population.csv:7685:3
country/EST,2012,dcid:Count_Person_35To39Years_Female,45099,estonia_population.csv:7686:3
country/EST,2012,dcid:Count_Person_40To44Years_Female,45247,estonia_population.csv:7687:3
country/EST,2012,dcid:Count_Person_45To49Years_Female,44885,estonia_population.csv:7688:3
country/EST,2012,dcid:Count_Person_50To54Years_Female,49414,estonia_population.csv:7689:3
country/EST,2012,dcid:Count_Person_55To59Years_Female,48350,estonia_population.csv:7690:3
country/EST,2012,dcid:Count_Person_60To64Years_Female,46709,estonia_population.csv:7691:3
country/EST,2012,dcid:Count_Person_65To69Years_Female,35264,estonia_population.csv:7692:3
country/EST,2012,dcid:Count_Person_70To74Years_Female,42839,estonia_population.csv:7693:3
country/EST,2012,dcid:Count_Person_75To79Years_Female,33077,estonia_population.csv:7694:3
country/EST,2012,dcid:Count_Person_80To84Years_Female,26539,estonia_population.csv:7695:3
country/EST,2012,dcid:Count_Person_85OrMoreYears_Female,18988,estonia_population.csv:7700:3
country/EST,2012,dcid:Count_Person_AgeNotStated_Female,0,estonia_population.csv:7701:3
country/EST,2013,dcid:Count_Person_Female,704007,estonia_population.csv:7702:3
country/EST,2013,dcid:Count_Person_0Years_Female,6829,estonia_population.csv:7703:3
country/EST,2013,dcid:Count_Person_1To4Years_Female,30217,estonia_population.csv:7704:3
country/EST,2013,dcid:Count_Person_5To9Years_Female,34152,estonia_population.csv:7705:3
country/EST,2013,dcid:Count_Person_10To14Years_Female,29258,estonia_population.csv:7706:3
country/EST,2013,dcid:Count_Person_15To19Years_Female,31129,estonia_population.csv:7707:3
country/EST,2013,dcid:Count_Person_20To24Years_Female,44573,estonia_population.csv:7708:3
country/EST,2013,dcid:Count_Person_25To29Years_Female,46902,estonia_population.csv:7709:3
country/EST,2013,dcid:Count_Person_30To34Years_Female,44196,estonia_population.csv:7710:3
country/EST,2013,dcid:Count_Person_35To39Years_Female,44536,estonia_population.csv:7711:3
country/EST,2013,dcid:Count_Person_40To44Years_Female,45704,estonia_population.csv:7712:3
country/EST,2013,dcid:Count_Person_45To49Years_Female,43639,estonia_population.csv:7713:3
country/EST,2013,dcid:Count_Person_50To54Years_Female,48897,estonia_population.csv:7714:3
country/EST,2013,dcid:Count_Person_55To59Years_Female,48211,estonia_population.csv:7715:3
country/EST,2013,dcid:Count_Person_60To64Years_Female,47065,estonia_population.csv:7716:3
country/EST,2013,dcid:Count_Person_65To69Years_Female,36027,estonia_population.csv:7717:3
country/EST,2013,dcid:Count_Person_70To74Years_Female,41190,estonia_population.csv:7718:3
country/EST,2013,dcid:Count_Person_75To79Years_Female,34170,estonia_population.csv:7719:3
country/EST,2013,dcid:Count_Person_80To84Years_Female,26965,estonia_population.csv:7720:3
country/EST,2013,dcid:Count_Person_85OrMoreYears_Female,20347,estonia_population.csv:7725:3
country/EST,2013,dcid:Count_Person_AgeNotStated_Female,0,estonia_population.csv:7726:3
country/EST,2014,dcid:Count_Person_Female,700900,estonia_population.csv:7727:3
country/EST,2014,dcid:Count_Person_0Years_Female,6659,estonia_population.csv:7728:3
country/EST,2014,dcid:Count_Person_1To4Years_Female,29238,estonia_population.csv:7729:3
country/EST,2014,dcid:Count_Person_5To9Years_Female,35392,estonia_population.csv:7730:3
country/EST,2014,dcid:Count_Person_10To14Years_Female,29823,estonia_population.csv:7731:3
country/EST,2014,dcid:Count_Person_15To19Years_Female,29852,estonia_population.csv:7732:3
country/EST,2014,dcid:Count_Person_20To24Years_Female,41306,estonia_population.csv:7733:3
country/EST,2014,dcid:Count_Person_25To29Years_Female,47200,estonia_population.csv:7734:3
country/EST,2014,dcid:Count_Person_30To34Years_Female,44580,estonia_population.csv:7735:3
country/EST,2014,dcid:Count_Person_35To39Years_Female,44228,estonia_population.csv:7736:3
country/EST,2014,dcid:Count_Person_40To44Years_Female,45584,estonia_population.csv:7737:3
country/EST,2014,dcid:Count_Person_45To49Years_Female,43137,estonia_population.csv:7738:3
country/EST,2014,dcid:Count_Person_50To54Years_Female,47982,estonia_population.csv:7739:3
country/EST,2014,dcid:Count_Person_55To59Years_Female,48340,estonia_population.csv:7740:3
country/EST,2014,dcid:Count_Person_60To64Years_Female,46821,estonia_population.csv:7741:3
country/EST,2014,dcid:Count_Person_65To69Years_Female,38537,estonia_population.csv:7742:3
country/EST,2014,dcid:Count_Person_70To74Years_Female,38477,estonia_population.csv:7743:3
country/EST,2014,dcid:Count_Person_75To79Years_Female,35498,estonia_population.csv:7744:3
country/EST,2014,dcid:Count_Person_80To84Years_Female,26495,estonia_population.csv:7745:3
country/EST,2014,dcid:Count_Person_85OrMoreYears_Female,21751,estonia_population.csv:7750:3
country/EST,2014,dcid:Count_Person_AgeNotStated_Female,0,estonia_population.csv:7751:3
country/EST,2015,dcid:Count_Person_Female,698882,estonia_population.csv:7752:3
country/EST,2015,dcid:Count_Person_0Years_Female,6668,estonia_population.csv:7753:3
country/EST,2015,dcid:Count_Person_1To4Years_Female,28218,estonia_population.csv:7754:3
country/EST,2015,dcid:Count_Person_5To9Years_Female,36365,estonia_population.csv:7755:3
country/EST,2015,dcid:Count_Person_10To14Years_Female,30659,estonia_population.csv:7756:3
country/EST,2015,dcid:Count_Person_15To19Years_Female,29083,estonia_population.csv:7757:3
country/EST,2015,dcid:Count_Person_20To24Years_Female,38013,estonia_population.csv:7758:3
country/EST,2015,dcid:Count_Person_25To29Years_Female,47331,estonia_population.csv:7759:3
country/EST,2015,dcid:Count_Person_30To34Years_Female,45206,estonia_population.csv:7760:3
country/EST,2015,dcid:Count_Person_35To39Years_Female,43838,estonia_population.csv:7761:3
country/EST,2015,dcid:Count_Person_40To44Years_Female,45386,estonia_population.csv:7762:3
country/EST,2015,dcid:Count_Person_45To49Years_Female,43075,estonia_population.csv:7763:3
country/EST,2015,dcid:Count_Person_50To54Years_Female,46956,estonia_population.csv:7764:3
country/EST,2015,dcid:Count_Person_55To59Years_Female,48243,estonia_population.csv:7765:3
country/EST,2015,dcid:Count_Person_60To64Years_Female,46485,estonia_population.csv:7766:3
